timestamp,src_ip,event_type,user,port,status,raw_line
2026-07-20 10:54:20,192.168.1.102,http_request,,,200,"192.168.1.102 - - [20/Jul/2026:10:54:20 +0000] ""GET /about HTTP/1.1"" 200 3975 ""-"" ""Mozilla/5.0 (compatible; MSIE 8.0; Windows CE; Trident/4.1)"""
2026-07-20 10:54:44,192.168.1.102,http_request,,,200,"192.168.1.102 - - [20/Jul/2026:10:54:44 +0000] ""GET /static/css/main.css HTTP/1.1"" 200 2131 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/2073-09-06 15:16:01 Firefox/3.8"""
2026-07-20 10:54:58,172.16.0.5,http_request,,,200,"172.16.0.5 - - [20/Jul/2026:10:54:58 +0000] ""GET /static/css/main.css HTTP/1.1"" 200 3624 ""-"" ""Opera/9.36.(X11; Linux i686; dv-MV) Presto/2.9.171 Version/11.00"""
2026-07-20 10:55:18,192.168.1.102,http_request,,,200,"192.168.1.102 - - [20/Jul/2026:10:55:18 +0000] ""GET /about HTTP/1.1"" 200 2918 ""-"" ""Mozilla/5.0 (iPhone; CPU iPhone OS 17_2_1 like Mac OS X) AppleWebKit/533.2 (KHTML, like Gecko) CriOS/20.0.829.0 Mobile/45P538 Safari/533.2"""
2026-07-20 10:55:20,172.16.0.5,http_request,,,200,"172.16.0.5 - - [20/Jul/2026:10:55:20 +0000] ""GET /contact HTTP/1.1"" 200 566 ""-"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4 rv:2.0; hak-TW) AppleWebKit/533.23.2 (KHTML, like Gecko) Version/4.0 Safari/533.23.2"""
2026-07-20 10:55:40,172.16.0.5,http_request,,,200,"172.16.0.5 - - [20/Jul/2026:10:55:40 +0000] ""GET /contact HTTP/1.1"" 200 901 ""-"" ""Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Trident/5.1)"""
2026-07-20 10:56:01,172.16.0.4,http_request,,,200,"172.16.0.4 - - [20/Jul/2026:10:56:01 +0000] ""GET /static/css/main.css HTTP/1.1"" 200 2844 ""-"" ""Mozilla/5.0 (iPad; CPU iPad OS 17_3 like Mac OS X) AppleWebKit/535.2 (KHTML, like Gecko) CriOS/43.0.833.0 Mobile/70U230 Safari/535.2"""
2026-07-20 10:56:27,172.16.0.5,http_request,,,200,"172.16.0.5 - - [20/Jul/2026:10:56:27 +0000] ""GET /dashboard HTTP/1.1"" 200 3386 ""-"" ""Mozilla/5.0 (Windows; U; Windows NT 10.0) AppleWebKit/532.42.5 (KHTML, like Gecko) Version/4.0.3 Safari/532.42.5"""
2026-07-20 10:56:36,172.16.0.4,http_request,,,200,"172.16.0.4 - - [20/Jul/2026:10:56:36 +0000] ""GET /dashboard HTTP/1.1"" 200 1620 ""-"" ""Opera/9.55.(X11; Linux i686; dv-MV) Presto/2.9.187 Version/11.00"""
2026-07-20 10:56:58,192.168.1.50,http_request,,,200,"192.168.1.50 - - [20/Jul/2026:10:56:58 +0000] ""GET /contact HTTP/1.1"" 200 3030 ""-"" ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/31.0.880.0 Safari/533.0"""
2026-07-20 10:57:25,10.0.0.15,http_request,,,200,"10.0.0.15 - - [20/Jul/2026:10:57:25 +0000] ""GET / HTTP/1.1"" 200 1576 ""-"" ""Mozilla/5.0 (Android 2.1; Mobile; rv:53.0) Gecko/53.0 Firefox/53.0"""
2026-07-20 10:57:29,192.168.1.102,http_request,,,200,"192.168.1.102 - - [20/Jul/2026:10:57:29 +0000] ""GET /profile HTTP/1.1"" 200 1938 ""-"" ""Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/534.38.4 (KHTML, like Gecko) Version/5.1 Safari/534.38.4"""
2026-07-20 10:57:37,192.168.1.51,http_request,,,302,"192.168.1.51 - - [20/Jul/2026:10:57:37 +0000] ""GET /static/js/app.js HTTP/1.1"" 302 0 ""-"" ""Mozilla/5.0 (iPhone; CPU iPhone OS 17_3_1 like Mac OS X) AppleWebKit/533.2 (KHTML, like Gecko) FxiOS/11.9j5596.0 Mobile/87V038 Safari/533.2"""
2026-07-20 10:57:50,10.0.0.16,http_request,,,302,"10.0.0.16 - - [20/Jul/2026:10:57:50 +0000] ""GET /static/js/app.js HTTP/1.1"" 302 0 ""-"" ""Mozilla/5.0 (Linux; Android 4.2.2) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/39.0.863.0 Safari/532.0"""
2026-07-20 10:58:18,192.168.1.51,http_request,,,302,"192.168.1.51 - - [20/Jul/2026:10:58:18 +0000] ""GET /settings HTTP/1.1"" 302 0 ""-"" ""Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Win 9x 4.90; Trident/5.0)"""
2026-07-20 10:58:35,172.16.0.5,http_request,,,200,"172.16.0.5 - - [20/Jul/2026:10:58:35 +0000] ""GET /settings HTTP/1.1"" 200 3274 ""-"" ""Opera/8.76.(Windows NT 5.01; os-RU) Presto/2.9.169 Version/12.00"""
2026-07-20 10:59:02,192.168.1.50,http_request,,,404,"192.168.1.50 - - [20/Jul/2026:10:59:02 +0000] ""GET /static/css/main.css HTTP/1.1"" 404 136 ""-"" ""Opera/8.27.(Windows NT 11.0; shs-CA) Presto/2.9.176 Version/12.00"""
2026-07-20 10:59:28,192.168.1.51,http_request,,,200,"192.168.1.51 - - [20/Jul/2026:10:59:28 +0000] ""GET /contact HTTP/1.1"" 200 3755 ""-"" ""Opera/9.95.(X11; Linux i686; kk-KZ) Presto/2.9.175 Version/11.00"""
2026-07-20 10:59:57,172.16.0.5,http_request,,,200,"172.16.0.5 - - [20/Jul/2026:10:59:57 +0000] ""GET /static/js/app.js HTTP/1.1"" 200 3732 ""-"" ""Opera/9.44.(Windows NT 4.0; mt-MT) Presto/2.9.182 Version/10.00"""
